month,stock,status,return,EP,EPcut,BP,SP,NCFP,OCFP,DP,G/PE,Sales_G_q,Profit_G_q,OCF_G_q,ROE_G_q,ROE_q,ROE_ttm,ROA_q,ROA_ttm,grossprofitmargin_q,grossprofitmargin_ttm,profitmargin_q,profitmargin_ttm,assetturnover_q,assetturnover_ttm,operationcashflowratio_q,operationcashflowratio_ttm,financial_leverage,debtequityratio,cashratio,currentratio,ln_capital,HAlpha,return_1m,return_3m,return_6m,return_12m,wgt_return_1m,wgt_return_3m,wgt_return_6m,wgt_return_12m,exp_wgt_return_1m,exp_wgt_return_3m,exp_wgt_return_6m,exp_wgt_return_12m,std_FF3factor_1m,std_FF3factor_3m,std_FF3factor_6m,std_FF3factor_12m,std_1m,std_3m,std_6m,std_12m,ln_price,beta,turn_1m,turn_3m,turn_6m,turn_12m,bias_turn_1m,bias_turn_3m,bias_turn_6m,bias_turn_12m,rating_average,rating_change,rating_targetprice,holder_avgpctchange,macd,dea,dif,rsi,psy,bias
26,000001.SZ,1,NaN,0.317613,0,-0.13763,0.0994676,0.75817,1.32716,2.08127,0,0,0,0,0,0.788686,0.747763,0.242231,0.237322,0,0,0.136824,0,0.120527,0.0956061,1.11286,1.16198,0.0431752,-0.034122,0.00605847,0,-11.2189,0,-0.0377869,-0.109986,-0.151125,-0.122934,-0.0318306,-0.0670003,-0.146155,-0.571053,0.0130384,-0.0496901,-0.0879307,-0.125642,0,0,0,0,0.0294757,-0.432277,-0.445753,-1.23886,0.226224,0,0.209444,0.402492,0.663969,0.885256,-0.268838,-0.551365,-0.609188,-1.57861,0,0,0,0.00562033,-1.53783,0.803622,0.4245,0.033369,0.286233,-0.079214
26,000002.SZ,1,NaN,1.16521,0,1.24524,1.97043,0.599745,-0.125638,0.287224,0,0,0,0,0,-0.0093354,0.0864119,-0.0958318,-0.036674,-0.523511,-0.510978,-0.747973,0,0.904641,0.979362,-0.297544,-0.315715,0.0470942,0.725757,-0.295711,0.0597311,-0.0186562,0,0.838522,1.44532,1.26031,1.2582,0.758419,1.17251,0.10149,0.253084,0.737563,0.955281,0.894574,0.523274,0,0,0,0,0.335303,0.216532,-0.299963,-0.462957,0.719983,0,0.642915,0.355097,0.212225,0.524597,0.169264,-0.724947,-1.49121,-1.60307,0,0,0,0.034213,-1.6896,2.39785,0.52485,0.802357,0.553994,0.647426
26,000003.SZ,1,NaN,-2.36618,0,-1.10302,0.977779,-1.26935,-0.360826,-0.302124,0,0,0,0,0,-2.13499,-2.10455,-1.88343,-2.1169,0.28482,0.277119,-2.68359,0,-0.542396,-0.53146,-0.151537,-0.16297,-1.94467,-1.74748,-0.603777,-0.708654,0.180557,0,1.44084,0.874569,1.35865,0.428196,0.763606,-0.248424,-0.236227,-0.248884,0.658649,0.767309,0.48457,0.0327432,0,0,0,0,0.0221009,-0.695766,-0.574587,-1.13931,2.00058,0,0.490264,-0.54907,-0.189707,0.360658,-0.153169,-2.09369,-2.20319,-2.06622,0,0,0,-0.143433,-0.257468,1.55999,1.29283,1.31179,1.10898,0.908894
26,000004.SZ,1,NaN,0.280738,0,-0.528529,-0.126776,-0.723446,1.14666,-0.0143742,0,0,0,0,0,0.697814,0.125062,-0.365427,-0.256815,0.755185,0.738399,-0.14735,0,-0.610754,-0.361125,2.45908,2.52962,-2.08721,0.348664,-0.732366,-1.39238,0.133941,0,-3.24513,-1.99696,-2.3318,-2.58495,-2.67998,-0.531602,-0.424456,0.047527,-2.47322,-2.59131,-2.16989,-1.10646,0,0,0,0,-1.44073,-0.124481,0.473121,0.852893,0.0953171,0,-1.58424,-0.725845,-1.63364,-1.36494,-0.421748,0.421451,0.185819,0.715491,0,0,0,0.836763,-1.79488,-2.30406,-2.02871,-1.00264,-1.87945,-3.19544
26,000005.SZ,1,NaN,0.778929,0,0.375035,-0.8476,-0.216949,-0.285274,-0.435066,0,0,0,0,0,0.323244,0.513851,0.256215,0.342297,1.73564,1.71198,2.2381,0,-1.10808,-1.10712,-0.374719,-0.390682,0.0577706,-0.521553,-0.860203,-0.551232,0.0381561,0,-0.80925,-0.271461,0.196107,0.881602,-0.609123,-1.05018,-0.406655,0.27079,-2.03896,-1.13499,-0.995684,-0.731163,0,0,0,0,-0.851627,-0.389032,-0.0168887,0.0493939,1.04562,0,-0.618637,-0.492413,-0.331748,0.116735,-1.16572,-1.14794,-1.34699,-1.11317,0,0,0,-0.156767,-1.07261,-0.387405,-0.964793,-0.869776,-0.643309,-1.22332
26,000006.SZ,1,NaN,1.68144,0,2.17581,3.02712,0.131814,1.83453,1.69572,0,0,0,0,0,0.100366,0.363645,-0.0304535,0.013899,-0.80758,-0.796488,-0.536414,0,0.754695,0.866164,0.445889,0.430911,-1.25104,-0.330842,-0.508334,-0.265816,0.121427,0,0.42474,0.391463,0.930522,1.30266,0.705867,0.731552,1.15846,1.3905,0.711701,0.777805,0.929138,1.01981,0,0,0,0,0.350281,0.766311,0.673243,0.319522,0.427588,0,1.00337,1.21001,1.45649,1.71677,-0.0386562,-0.995949,-1.00307,-1.0415,0,0,0,-0.109484,-0.780174,0.841417,0.319527,-0.525739,-0.0660812,0.302043
26,000007.SZ,1,NaN,-0.377298,0,0.212277,0.0597079,-1.0459,0.688127,-0.850893,0,0,0,0,0,-0.639121,-0.634096,-0.579084,-0.649613,-0.849518,-0.841284,-0.556521,0,-0.577103,-0.616195,2.41892,2.51908,-2.76344,-0.395619,-1.15691,-1.29107,0.0657828,0,0.460312,0.542502,-0.161744,0.466322,0.367988,-0.41061,-0.283584,0.0416268,0.174074,0.515356,0.449194,0.13551,0,0,0,0,-0.219647,-1.85441,-1.50244,-1.44333,0.367735,0,0.54372,-0.379777,-0.170241,0.267734,0.203996,-1.19164,-1.28135,-1.07473,0,0,0,0.174318,-1.59495,1.38555,0.231315,0.687331,2.1907,0.167124
26,000008.SZ,1,NaN,-0.695336,0,-1.5783,-0.897324,-0.188047,-0.299911,-0.426158,0,0,0,0,0,2.04732,1.97775,0.592641,1.12418,1.54446,1.52327,0.544208,0,-0.197157,0.129466,-0.59667,-0.611758,-0.40084,0.970283,-0.748079,-0.957433,0.0476986,0,1.16534,1.55011,-0.862872,-2.59877,0.707979,1.0939,0.77898,0.89965,0.844808,0.976312,1.16674,1.03464,0,0,0,0,2.33387,1.68542,0.0400353,0.769853,-3.32076,0,1.33411,1.72906,1.27117,1.5722,1.3571,1.72876,1.50605,2.74065,0,0,0,0.921782,1.80797,2.32418,2.83937,0.834759,2.91407,1.77627
26,000009.SZ,1,NaN,-0.772811,0,0.294733,-0.025744,-0.428778,-0.51121,-0.467162,0,0,0,0,0,-1.36355,-1.07984,-1.04754,-1.04043,0.144065,0.145675,-0.905157,0,-0.786706,-0.729087,-0.805134,-0.821283,-2.08589,-0.160316,-0.866719,-0.534358,0.0037768,0,-1.25846,-2.07368,-0.897593,-0.107238,-2.0561,-0.615255,0.497134,1.15974,-2.04322,-1.99485,-1.21037,-0.350898,0,0,0,0,-2.31156,-0.824519,0.39531,1.50734,2.12721,0,-0.304148,0.36043,1.06464,1.43332,-2.5939,-2.11218,-1.20629,-0.89721,0,0,0,-0.0915304,0.0932243,-0.289903,-0.139685,0.388355,-0.0435119,-1.78325
26,000010.SZ,1,NaN,-1.94961,0,-0.432777,1.66746,-1.04027,-0.649245,-0.0756658,0,0,0,0,0,-1.77114,-1.85376,-2.14531,-2.0935,-0.401049,-0.401802,-1.5716,0,2.46512,2.78635,-0.146679,-0.175716,-1.27512,0.385913,-0.874671,-0.730418,0.175247,0,0.521513,0.306862,1.1254,1.03725,1.15498,-0.0172351,0.167452,0.0080949,0.708517,0.923058,0.6346,0.294057,0,0,0,0,0.541529,-0.544326,-0.0239415,-0.608557,1.11116,0,0.740461,-0.00776785,0.450786,0.49029,0.337195,-0.780762,-0.461651,-0.878635,0,0,0,-2.30547,-0.364616,0.709313,0.458181,1.3348,0.71569,0.0777554
