month,stock,status,return,EP,EPcut,BP,SP,NCFP,OCFP,DP,G/PE,Sales_G_q,Profit_G_q,OCF_G_q,ROE_G_q,ROE_q,ROE_ttm,ROA_q,ROA_ttm,grossprofitmargin_q,grossprofitmargin_ttm,profitmargin_q,profitmargin_ttm,assetturnover_q,assetturnover_ttm,operationcashflowratio_q,operationcashflowratio_ttm,financial_leverage,debtequityratio,cashratio,currentratio,ln_capital,HAlpha,return_1m,return_3m,return_6m,return_12m,wgt_return_1m,wgt_return_3m,wgt_return_6m,wgt_return_12m,exp_wgt_return_1m,exp_wgt_return_3m,exp_wgt_return_6m,exp_wgt_return_12m,std_FF3factor_1m,std_FF3factor_3m,std_FF3factor_6m,std_FF3factor_12m,std_1m,std_3m,std_6m,std_12m,ln_price,beta,turn_1m,turn_3m,turn_6m,turn_12m,bias_turn_1m,bias_turn_3m,bias_turn_6m,bias_turn_12m,rating_average,rating_change,rating_targetprice,holder_avgpctchange,macd,dea,dif,rsi,psy,bias
46,000001.SZ,1,-0.0277522,0.282733,0,0.137855,0.146718,0.849906,0.648816,-0.380449,0,0,0,0,0,-0.133481,0.220784,0.0861952,0.16784,0,0,-0.501458,0,0.0118775,0.0843306,0.380793,0.466015,0.0518008,0.000966097,0.0285701,0,-0.891428,0,0.287862,0.701793,0.704585,0.520599,0.34387,0.36906,0.316468,0.15932,0.400995,0.443741,0.460898,0.416671,0,0,0,0,-0.0731233,0.0764116,0.200009,0.0129519,0.411778,0,0.397298,0.557947,0.559381,0.419777,0.0272354,0.376747,0.267912,-0.32772,0,0,0,-0.486714,-2.11835,2.11597,2.03585,-0.424388,0.480568,0.390742
46,000002.SZ,1,-0.011049,1.32934,0.0213665,0.917168,2.10851,-0.792056,-1.56653,0.867983,0,0.289067,0,0,0,0.57737,0.524853,0.210929,0.322809,-0.624751,-0.53478,-0.397745,-0.0175189,1.44838,1.59051,-1.70806,-0.706197,0.0512675,0.193564,-0.73511,0.0690247,-1.07753,0,4.10417,2.87199,1.84171,1.43242,0.71642,0.784737,0.262794,0.820021,0.418178,0.512957,0.607696,0.649117,0,0,0,0,-3.95112,-3.88812,-3.47409,-2.4086,-0.346598,0,0.202571,0.396237,-0.446685,0.167018,0.115227,0.377863,-0.791,-0.0338704,0,0,0,0.431447,-1.87909,2.34207,2.65611,2.98852,0.733855,-0.190132
46,000003.SZ,1,0.0929619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,000004.SZ,1,0.0781009,0.164134,0,-1.01884,-0.869497,0.127279,0.041347,-0.706716,0,0,0,0,0,0.0299031,2.34986,0.996783,2.41799,2.25102,0.907451,0.779514,0,-1.37257,0.0151155,-0.132394,-0.112247,0.496407,0.59869,1.40569,0.162641,0.499682,0,-0.659328,-1.74096,-1.10347,-0.751552,-0.59906,-1.5188,-0.117193,-0.71851,-0.0875134,-0.416274,-0.629628,-0.567962,0,0,0,0,1.39766,1.00711,1.30407,0.988391,-0.831671,0,0.879398,0.295254,0.428667,0.177543,1.66303,0.967095,1.18271,1.02138,0,0,0,-0.703074,-1.78686,1.81794,0.578102,-0.90479,-0.55298,-0.555627
46,000005.SZ,1,0.105937,-0.818259,0.00295499,1.21994,-0.620516,0.488796,0.0248506,-0.310472,0,0.0399778,0,0,0,-0.726805,-1.13035,-0.821929,-0.986127,2.60768,2.02523,-1.47073,-0.00242287,-0.737178,-0.791006,-1.92761,-1.06489,0.635724,-0.247727,-0.537354,-0.0283321,-0.163633,0,0.960306,0.893542,0.685432,1.1197,-0.601136,0.0482758,0.394664,0.0288271,-0.0443145,-0.364932,-0.314345,-0.0134019,0,0,0,0,-2.03789,-1.57,-0.831607,-0.16528,2.35914,0,0.4915,0.908008,1.24474,0.880972,0.4088,0.969153,1.4398,1.13264,0,0,0,-0.776357,-0.320013,1.24025,1.1762,-0.213849,-0.00721538,0.784079
46,000006.SZ,1,-0.00750597,2.37614,0.000237453,1.59603,2.97325,1.03594,2.92296,1.78954,0,0.00321248,0,0,0,0.804627,0.965814,0.0907473,0.311615,-0.423297,-0.294093,0.0477378,-0.000194693,0.408244,0.748195,1.28054,0.906664,-1.44576,0.0963873,-0.568842,-0.50318,-0.0287417,0,-0.433514,-0.364819,-0.532358,-0.5142,-0.671065,0.0324932,0.4525,0.596087,-0.278541,-0.43463,-0.382686,-0.0348143,0,0,0,0,0.469154,0.67998,0.877118,1.06715,-0.0119128,0,0.645992,0.912889,0.813757,0.770484,0.0196862,0.46761,0.192995,-0.0751708,0,0,0,0.0357861,-1.41633,0.847508,0.207046,0.0577719,-0.00926487,-0.599827
46,000007.SZ,1,0.042665,-2.14439,-0.0112147,-1.4074,-0.594857,-0.12914,-1.41504,-0.654048,0,0,0,0,0,-1.91012,-1.86895,-1.56417,-2.16891,-0.337474,-3.18844,-2.20532,0,-1.0097,-1.13064,-0.520964,-0.622516,-2.74615,0.864755,-1.39345,-1.29549,0.556669,0,0.695991,0.506949,0.933606,0.722304,-1.43963,-0.0832477,0.807752,-0.828546,-0.301621,-1.30727,-0.995866,-0.311433,0,0,0,0,0.614021,0.0502049,0.00815375,-1.2496,0.82407,0,-0.642195,-0.806767,-0.664144,-0.890857,0.081216,-0.0197794,0.0466626,-0.187587,0,0,0,0.39989,-2.52807,1.97018,0.984366,-0.823087,0.282416,0.192179
46,000008.SZ,1,0.063723,-1.93876,-0.0231592,-0.874419,-0.368643,-0.898921,-0.211213,-0.258915,0,-0.313319,0,0,0,-1.69435,-1.77122,-1.88309,-1.7119,-0.585789,0.938448,-1.94249,0.0189888,-0.222945,-0.265084,0.122838,0.213577,-0.647315,0.888119,-0.648774,-0.973062,1.1326,0,-0.264647,0.47963,0.389672,1.33742,0.624732,0.585285,0.51473,1.37893,-0.213675,0.0565785,0.408958,0.886344,0,0,0,0,0.223018,0.463391,0.0901789,-0.409543,-0.243224,0,-0.949601,-0.587286,-0.93707,-1.61935,-1.04676,-0.668866,-1.0891,-2.56789,0,0,0,-1.98543,-0.885714,0.142451,-0.345282,0.631183,-0.754094,-0.497846
46,000009.SZ,1,0.00713996,-0.533774,0.00887867,0.414634,-0.00033125,-0.0629961,0.980601,-0.688723,0,0.120119,0,0,0,-0.496336,-0.584393,-0.696688,-0.713759,0.02414,0.121791,-0.464794,-0.00727984,-0.494969,-0.506459,0.651904,2.19512,-1.98362,0.0421908,-0.923758,-0.684466,-0.457668,0,0.384854,0.497576,0.467471,1.20778,0.304782,0.626192,0.698443,0.799924,0.898912,0.740647,0.638093,0.727482,0,0,0,0,-0.0278148,0.373576,0.564906,0.509734,2.3893,0,1.0306,1.05744,1.29069,1.2978,0.903753,0.946905,1.27981,1.53762,0,0,0,-0.308715,0.75741,-0.760066,-0.578813,0.184959,-0.00274789,0.283864
46,000010.SZ,1,-0.0156512,0.3228,0,-1.09733,1.09505,-0.407471,0.15375,-0.67864,-0.124345,-0.213732,-0.0590862,0,0,-0.874459,1.4871,-0.453482,1.23356,-0.694581,-0.620314,-0.594911,0.0129533,2.53714,3.04997,1.69485,-0.118798,-0.241721,0.642416,-0.890653,-0.478244,0.784176,0,0.563102,-0.199725,0.518214,-0.218839,1.92154,0.0117455,-0.388518,-0.602042,0.0954124,0.75765,0.824574,0.297902,0,0,0,0,-1.44538,-1.53027,-1.47777,-1.10156,0.452376,0,0.184591,0.115884,0.282444,-0.251228,0.414601,0.304643,0.490613,-0.277107,0,0,0,-1.88657,-0.963626,1.20208,0.913854,0.271649,-2.25958,0.252254
46,000011.SZ,1,0.051808,0.0621054,0.00552166,-1.31052,0.103066,0.381807,2.48274,-0.643687,0,0.0747022,0,0,0,0.814915,1.59714,-0.438571,-0.394788,0.466275,0.27553,-0.168042,-0.00452734,-0.0182389,-0.235141,1.52445,2.66735,-2.2898,-1.92182,-1.00407,-0.920678,-0.291035,0,1.80149,0.910531,1.43572,1.07385,1.12344,0.216416,0.800455,-0.0971763,0.71386,0.68059,0.788578,0.734278,0,0,0,0,-0.0312279,-0.303644,-0.117238,-0.350963,1.31295,0,-1.07475,-1.01267,-0.707279,-0.570413,-0.28044,-0.196666,0.149168,0.331641,0,0,0,-0.0288866,0.0980422,0.147518,0.136005,-0.809872,0.721905,1.30926
46,000012.SZ,1,0.0628763,-0.369315,0.0187469,-0.236933,-0.304501,-0.248875,0.281814,0.356015,0,0,0,0,0,-0.260951,-0.241591,-0.307506,-0.0975327,0.250135,0.128103,0.193802,0,-0.461907,-0.0922069,0.124238,0.336988,0.430302,1.37375,-0.776382,-0.779009,-0.930543,0,1.15864,1.43536,2.12611,2.38928,0.489979,1.10651,0.626035,0.862582,0.629094,0.778199,0.973802,1.04023,0,0,0,0,0.916629,0.414534,0.464647,0.622479,-0.0677137,0,0.344256,0.154307,0.794044,1.47018,0.0708561,-0.282839,0.565085,2.02557,0,0,0,0.101393,-0.787368,1.51564,1.36603,1.70535,-0.813347,1.33813
46,000013.SZ,0,0.0733012,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
46,000014.SZ,1,0.0920661,-0.94466,-0.0180035,-0.180794,-0.0371185,2.03847,-0.959461,-0.328082,0,-0.243568,0,0,0,0.804927,-1.30562,0.493593,-0.611325,0.807709,0.589635,0.440199,0.0147615,0.952697,-0.268766,-1.92192,2.15837,-2.07209,-1.91776,-0.729409,-0.17923,0.876689,0,0.130585,-0.168945,-0.322127,-0.643453,0.481867,0.92145,0.590385,-0.331116,0.608277,0.539441,0.627321,0.503751,0,0,0,0,1.28779,1.44666,1.19139,-0.426125,-0.393605,0,-0.685395,-0.534975,-1.70138,-2.77255,0.727984,0.847715,0.262218,-0.850513,0,0,0,-0.877433,1.26843,-0.292873,0.189126,-0.653113,0.704163,0.911234
46,000015.SZ,0,-0.00944772,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
46,000016.SZ,1,0.0256668,-2.31043,0,2.48143,1.80265,-1.33163,2.28276,2.13891,0,0,0,0,0,-2.77898,-1.36587,-2.4315,-1.22783,-0.400561,-0.345674,-1.26252,0,0.020182,1.60073,-0.493501,-2.24897,-0.297618,0.247903,-0.61938,-0.487953,-0.148413,0,0.691594,1.10669,0.487099,1.54719,0.327403,0.72812,0.252003,0.919511,0.41942,0.447311,0.463478,0.532975,0,0,0,0,-0.0297894,0.0260899,0.0353739,-0.134855,0.948079,0,0.860164,0.962612,0.73986,1.00169,0.809759,1.03859,0.721743,1.45157,0,0,0,0.364065,0.0763601,0.840053,0.953718,0.337089,1.12609,0.690388
